100,8,0,-90,-90,0
100,8,0,-90,-90,0
0,8,100,-90,-90,0
100,10,0,-120,-90,0
100,8,0,-120,-90,0
100,10,0,-300,-90,0
100,8,0,-210,-90,0
70,10,100,-120,-90,0
100,8,0,-210,-90,0
100,10,0,-300,-90,0
100,8,0,-300,-90,0
100,10,0,0,-90,1
370,8,0,-300,-90,1
70,8,130,0,-90,1
200,8,0,-180,-90,1
70,10,100,-90,-90,1
100,10,0,-180,-90,1
100,10,0,-180,-90,0
100,10,130,-210,-90,1
300,10,0,-120,-90,2
100,10,200,-210,-90,1
100,8,0,0,-90,0
200,8,0,-210,-90,1
70,8,100,-90,-90,1
100,8,130,-120,-90,2
100,8,0,-300,-90,0
100,10,100,-120,-90,0
100,10,0,-210,-90,0
100,8,0,-90,-90,1
100,10,230,-120,-90,2
100,10,0,-210,-90,0
170,8,0,-300,-90,1
100,10,0,-300,-90,0
70,10,120,-90,-90,0
100,10,0,-210,-90,0
100,8,0,-210,-90,0
0,8,0,-210,-90,0
100,8,0,-90,-90,0
100,10,0,-300,-90,0
100,10,0,-300,-90,0
100,8,100,-210,-90,0
100,10,100,-300,-90,0
100,8,100,-210,-90,0
70,10,130,-120,-90,1
100,10,0,-210,-90,0
100,8,130,-120,-90,2
70,8,130,-90,-90,2
100,10,130,-210,-90,2
70,8,130,-300,-90,0
100,8,330,0,-90,2
0,8,0,-90,-90,0
70,10,130,-90,-90,0
100,8,0,-210,-90,0
100,8,0,-390,-90,0
70,10,130,-90,-90,2
100,10,0,-120,-90,0
100,8,0,0,-90,0
100,10,0,-210,-90,0
100,10,130,-90,-90,1
70,8,100,-210,-90,0
100,10,0,-210,-90,0
100,8,230,-90,-90,2
100,10,130,-120,-90,2
100,8,0,-210,-90,0
100,10,0,-390,-90,0
100,8,100,-90,-90,0
70,10,0,-210,-90,0
70,10,100,-210,-90,1
100,8,0,-210,-90,0
100,10,0,-210,-90,0
100,10,0,0,-90,2
100,10,0,-210,-90,0
100,8,0,-90,-90,0
100,10,0,-210,-90,0
100,8,0,-300,-90,1
100,8,0,-390,-90,0
100,8,0,-210,-90,0
100,10,0,0,-90,0
100,10,0,-90,-90,0
100,8,0,-210,-90,0
100,10,230,-120,-90,2
70,8,130,0,-90,0
100,8,0,-210,-90,0
100,8,0,-210,-90,0
100,10,0,-180,-90,1
100,10,0,-210,-90,0
100,8,0,-210,-90,0
100,8,230,-90,-90,1
100,8,100,-180,-90,0
100,10,0,-210,-90,0
100,10,130,-300,-90,2
100,10,0,-270,-90,0
100,10,0,0,-90,1
100,10,0,-120,-90,1
100,10,0,-90,-90,0
100,10,0,-210,-90,0
100,10,0,-210,-90,0
100,10,0,-120,-90,1
100,10,0,-210,-90,0
100,10,0,-90,-90,0
100,10,0,-210,-90,0
100,8,0,-300,-90,0
100,8,0,-210,-90,0
100,10,130,0,-90,2
100,8,230,0,-90,2
100,8,0,-390,-90,0
100,10,130,0,-90,2
100,10,0,-90,-90,1
100,10,330,-90,-90,2
100,8,0,-210,-90,0
